Title,Country,Publication_Year,Long_Lat,Level_1 ,Level_1_Interaction,Level_2,Level_2_Interaction,Study_Treatment,Soil_Depth_Increment,MAP,MAT,Mean_annual_evapotranspiration,Mean_annual_precipitation,Mean_annual_temperature,Elevation,Plot_sample_size,Sample_number,Plot_size,Study_start_t0,Study_end_tx,Study_duration,Indicators included,Soil_Depth_Increment,MAP,MAT,Mean_annual_evapotranspiration,Mean_annual_precipitation ,Mean_annual_temperature,Elevation ,Plot_sample_size,Sample_number,Plot_size ,Study_start_t0,Study_end_tx,Study_duration ,Indicators included,OC_t0,OC_t0_SD,OC_tx,OC_tx_SD,OM_t0,OM_t0_SD,OM_tx,OM_tx_SD,BD_t0,BD_t0_SD,BD_tx,BD_tx_SD,SOC_stock_t0,SOC_stock_t0_SD,SOC_stock_tx,SOC_stock_tx_SD,SOC_stock_absDelta,SOC_stock_percDelta,SOC_abs_delta_annualized,OC_absDelta,OC_percDelta,OM_absDelta,OM_percDelta,Dominant_Veg,Soil_Texture,Sand,Animal_Category,Animal_Size_Class,Animal_type,Study_quality,Reviewer,Comment ,Comment_2,Outlier
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 2,20-50,436,22.5,,,,,6,1,1000,,,180,"pH, texture",20-50,436,22.5,,,,,6.00,1,1000,,,180,"pH, texture",,,9.1,1.7,,,,,,,1,,,,25.56,5.29,,,,,,,,,Sandy,22.1,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 3,20-50,436,22.5,,,,,6,1,1000,,,204,"pH, texture",20-50,436,22.5,,,,,6.00,1,1000,,,204,"pH, texture",,,10.3,2.1,,,,,,,0.9,,,,26.59,9.17,,,,,,,,,Sandy,22.4,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 4,20-50,436,22.5,,,,,9,1,1000,,,216,"pH, texture",20-50,436,22.5,,,,,9.00,1,1000,,,216,"pH, texture",,,9.9,2.9,,,,,,,0.5,,,,16.25,6.08,,,,,,,,,Sandy,11.3,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 5,20-50,436,22.5,,,,,17,1,1000,,,240,"pH, texture",20-50,436,22.5,,,,,17.00,1,1000,,,240,"pH, texture",,,9,2.2,,,,,,,0.7,,,,18.22,7.59,,,,,,,,,Sandy,18.7,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 6,20-50,436,22.5,,,,,16,1,1000,,,384,"pH, texture",20-50,436,22.5,,,,,16.00,1,1000,,,384,"pH, texture",,,11.7,6.6,,,,,,,0.8,,,,29,14.41,,,,,,,,,Sandy,9.9,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 7,20-50,436,22.5,,,,,16,1,1000,,,396,"pH, texture",20-50,436,22.5,,,,,16.00,1,1000,,,396,"pH, texture",,,8.4,2.4,,,,,,,1,,,,25.93,7.46,,,,,,,,,Sandy,26.4,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 8,20-50,436,22.5,,,,,8,1,1000,,,408,"pH, texture",20-50,436,22.5,,,,,8.00,1,1000,,,408,"pH, texture",,,10,6.3,,,,,,,1.1,,,,28.08,4.5,,,,,,,,,Sandy,20.1,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 9,20-50,436,22.5,,,,,8,1,1000,,,432,"pH, texture",20-50,436,22.5,,,,,8.00,1,1000,,,432,"pH, texture",,,11,7.4,,,,,,,0.5,,,,17.6,12.43,,,,,,,,,Sandy,18.5,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Potential of grassland rehabilitation through high density-short duration grazing to sequester atmospheric carbon.,South Africa ,2016,"29.35, -28.8",Grazing management ,,Improved grazing methods,,"High density short duration
grazing_HD",0-5,684,13,1600,,,1265,,,,,,,,0-5,684,13,1600,,,1265,,,,,,,,,,,,,,,,,,1.49,,,,,,0.1684,213.7055838,,,,,,,"sandy loam, Acrisol",,,,,Very good,Raqib,"(1) high density short duration
grazing (1200 cows ha−1 for 3 days; HDSD, Fig. 1) followed by livestock
exclusion for 362 days; (2) livestock exclosure (E); (3) livestock
exclosure with topsoil (0–0.02 m) tillage (ET); (4) livestock exclosure
with NPK fertilization (2:3:3, 22 at 0.2 t ha−1
) (EF); (5) traditional
free grazing with annual burning (AB); all treatments being compared
to (6) traditional free grazing as a control. I",JK - OC% and BD values reported in paper do not align with SOC stock change values/ha/yr reported. Using OC% and BD values here.,1
Potential of grassland rehabilitation through high density-short duration grazing to sequester atmospheric carbon.,South Africa ,2016,"29.35, -28.8",Restoration & Rewilding,,Exclosure,, livestock exclosure_HD,0-5,684,13,1600,,,1265,,,,,,,,0-5,684,13,1600,,,1265,,,,,,,,,,,,,,,,,,1.49,,,,,,-0.0478,-60.65989848,,,,,,,"sandy loam, Acrisol",,,,,Very good,Raqib,"(1) high density short duration
grazing (1200 cows ha−1 for 3 days; HDSD, Fig. 1) followed by livestock
exclusion for 362 days; (2) livestock exclosure (E); (3) livestock
exclosure with topsoil (0–0.02 m) tillage (ET); (4) livestock exclosure
with NPK fertilization (2:3:3, 22 at 0.2 t ha−1
) (EF); (5) traditional
free grazing with annual burning (AB); all treatments being compared
to (6) traditional free grazing as a control. I",JK - OC% and BD values reported in paper do not align with SOC stock change values/ha/yr reported. Using OC% and BD values here.,0
Potential of grassland rehabilitation through high density-short duration grazing to sequester atmospheric carbon.,South Africa ,2016,"29.35, -28.8",Restoration & Rewilding,Restoration & Rewilding,Exclosure,Nutrient enrichment ," livestock exclosure
with NPK fertilization_HD",0-5,684,13,1600,,,1265,,,,,,,,0-5,684,13,1600,,,1265,,,,,,,,,,,,,,,,,,1.49,,,,,,0.5896,748.2233503,,,,,,,"sandy loam, Acrisol",,,,,Very good,Raqib,"(1) high density short duration
grazing (1200 cows ha−1 for 3 days; HDSD, Fig. 1) followed by livestock
exclusion for 362 days; (2) livestock exclosure (E); (3) livestock
exclosure with topsoil (0–0.02 m) tillage (ET); (4) livestock exclosure
with NPK fertilization (2:3:3, 22 at 0.2 t ha−1
) (EF); (5) traditional
free grazing with annual burning (AB); all treatments being compared
to (6) traditional free grazing as a control. I",JK - OC% and BD values reported in paper do not align with SOC stock change values/ha/yr reported. Using OC% and BD values here.,1
Potential of grassland rehabilitation through high density-short duration grazing to sequester atmospheric carbon.,South Africa ,2016,"29.35, -28.8",Fire management ,,Fire inducement,,"traditional
free grazing with annual burning_HD",0-5,684,13,1600,,,1265,,,,,,,,0-5,684,13,1600,,,1265,,,,,,,,,,,,,,,,,,1.49,,,,,,-0.1516,-192.3857868,,,,,,,"sandy loam, Acrisol",,,,,Very good,Raqib,"(1) high density short duration
grazing (1200 cows ha−1 for 3 days; HDSD, Fig. 1) followed by livestock
exclusion for 362 days; (2) livestock exclosure (E); (3) livestock
exclosure with topsoil (0–0.02 m) tillage (ET); (4) livestock exclosure
with NPK fertilization (2:3:3, 22 at 0.2 t ha−1
) (EF); (5) traditional
free grazing with annual burning (AB); all treatments being compared
to (6) traditional free grazing as a control. I",JK - OC% and BD values reported in paper do not align with SOC stock change values/ha/yr reported. Using OC% and BD values here.,1
Potential of grassland rehabilitation through high density-short duration grazing to sequester atmospheric carbon.,South Africa ,2016,"29.35, -28.8",Grazing management ,,Control,,traditional free grazing (control)_HD,0-5,684,13,1600,,,1265,,,,,,,,0-5,684,13,1600,,,1265,,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,"sandy loam, Acrisol",,,,,Very good,Raqib,"(1) high density short duration
grazing (1200 cows ha−1 for 3 days; HDSD, Fig. 1) followed by livestock
exclusion for 362 days; (2) livestock exclosure (E); (3) livestock
exclosure with topsoil (0–0.02 m) tillage (ET); (4) livestock exclosure
with NPK fertilization (2:3:3, 22 at 0.2 t ha−1
) (EF); (5) traditional
free grazing with annual burning (AB); all treatments being compared
to (6) traditional free grazing as a control. I",JK - OC% and BD values reported in paper do not align with SOC stock change values/ha/yr reported. Using OC% and BD values here.,0
"Prosopis juliflora management and grassland restoration in Baringo County, Kenya: Opportunities for soil carbon sequestration and local livelihoods",Kenya,2021,"36.06, 0.50 ",Restoration & Rewilding,,Control,,Prosopis Dense (Control),0-100,,,,,,1000,13.5,4,225,,,,,0-100,,,,,,1000,13.50,4,225,,,,,,,,,,,,,,,,,,,40.05,1.28,,,,,,,,,,,,,,,Nathaniel,,,0
"Prosopis juliflora management and grassland restoration in Baringo County, Kenya: Opportunities for soil carbon sequestration and local livelihoods",Kenya,2021,"36.06, 0.50 ",Restoration & Rewilding,,Species removal,,Restored Grassland ,0-100,,,,,,1000,13.5,4,225,,,,,0-100,,,,,,1000,13.50,4,225,,,,,,,,,,,,,,,,,,,44.68,3.77,4.63,11.56054931,,,,,,,,,,,,,Nathaniel,,,0
Long-term frequent fires do not decrease topsoil carbon and nitrogen in an Afromontane grassland,South Africa,2022,"29.26, -28.97",Fire management ,,Fire inducement,,Fire Inducement ,0-50,1380,13.8,,,,2350,,,,01/2004,01/2019,180,"N, C:N",0-50,1380,13.8,,,,2350,,,,01/2004,01/2019,180,"N, C:N",114.52,3.069,123.95,3.332,,,,,,,,,,,,,,,,9.43,8.234369542,,,Grassland,Andosols,,,,,,Nathaniel,Data for actual fire treatments not reported.,,0
Long-term frequent fires do not decrease topsoil carbon and nitrogen in an Afromontane grassland,South Africa,2022,"29.26, -28.97",Fire management ,,Fire inducement,,Fire Inducement ,50-150,1380,13.8,,,,2350,,,,01/2004,01/2019,180,"N, C:N",50-150,1380,13.8,,,,2350,,,,01/2004,01/2019,180,"N, C:N",94.76,2.796,102.43,3.221,,,,,,,,,,,,,,,,7.67,8.094132545,,,Grassland,Andosols,,,,,,Nathaniel,Data for actual fire treatments not reported.,,0
"The effects of herbivory and nutrients on plant biomass and carbon
storage in Vertisols of an East African savanna",Kenya,2015,"36.9000, 0.3000",Restoration & Rewilding,,Exclosure,,ungrazed_unfertilized,0-10,550,,,550,,1800,,,,,,,,0-10,550,,,550,,1800,,,,,,,,,,2.4,0.1,,,15,0.2,1,,1,,,,2.4,,0.3,14.28571429,,,,,,Mixed,Vertisols ,,3,3,"Cattle, Sheep, Goat, Elephant, Zebra,, Gazelle, Other Wildlife",Good,Raqib,,,0
"The effects of herbivory and nutrients on plant biomass and carbon
storage in Vertisols of an East African savanna",Kenya,2015,"36.9000, 0.3000",Restoration & Rewilding,,Control,,grazed_unfertilized (control),0-10,550,,,550,,1800,,,,,,,,0-10,550,,,550,,1800,,,,,,,,,,2.1,0.1,,,15.6,0.3,,,1,,,,2.1,,,,,,,,,Mixed,Vertisols ,,3,3,"Cattle, Sheep, Goat, Elephant, Zebra,, Gazelle, Other Wildlife",Good,Raqib,,,0
"The effects of herbivory and nutrients on plant biomass and carbon
storage in Vertisols of an East African savanna",Kenya,2015,"36.9000, 0.3000",Restoration & Rewilding,Restoration & Rewilding,Exclosure,Nutrient enrichment ,ungrazed_fertilized,0-10,550,,,550,,1800,,,,,,,,0-10,550,,,550,,1800,,,,,,,,,,2.2,0.2,,,,,,,1,,,,2.2,,0.1,4.761904762,,,,,,Mixed,Vertisols ,,3,3,"Cattle, Sheep, Goat, Elephant, Zebra,, Gazelle, Other Wildlife",Good,Raqib,,,0
"The effects of herbivory and nutrients on plant biomass and carbon
storage in Vertisols of an East African savanna",Kenya,2015,"36.9000, 0.3000",Restoration & Rewilding,,Nutrient enrichment ,,grazed_fertilized,0-10,550,,,550,,1800,,,,,,,,0-10,550,,,550,,1800,,,,,,,,,,2.2,0.2,,,,,,,1,,,,2.2,,0.1,4.761904762,,,,,,Mixed,Vertisols ,,3,3,"Cattle, Sheep, Goat, Elephant, Zebra,, Gazelle, Other Wildlife",Good,Raqib,,,0
"Pasture enclosures increase soil carbon dioxide fux rate in Semiarid Rangeland, Kenya",Kenya,2018,"35.2333, 1.3167",Grazing management ,,Control,,open_grazing_rangeland (control),0-10,,,,,,1560,,,,,,,,0-10,,,,,,1560,,,,,,,,,,4.9,0.69,,,,,,,1.5,0.04,,,7.35,,,,,,,,,,,,,,,,,,,0
"Pasture enclosures increase soil carbon dioxide fux rate in Semiarid Rangeland, Kenya",Kenya,2018,"35.2333, 1.3167",Grazing management ,,Improved grazing methods,,grazing_dominated_enclosure,0-10,,,,,,1560,,,,,,,,0-10,,,,,,1560,,,,,,,,,,6.6,0.87,,,,,,,1.4,0.06,,,9.25,,1.9,25.7,,,,,,,,,,,,,,,,0
"Pasture enclosures increase soil carbon dioxide fux rate in Semiarid Rangeland, Kenya",Kenya,2018,"35.2333, 1.3167",Grazing management ,,Improved grazing methods,,contractual_grazing_enclosure,0-10,,,,,,1560,,,,,,,,0-10,,,,,,1560,,,,,,,,,,6.2,0.78,,,,,,,1.4,0.05,,,8.68,,1.33,18.1,,,,,,,,,,,,,,,,0
Long-term effects of different burning frequencies on the dry savannah grassland in South Africa,South Africa,2008,"26.8667, -32.7833",Fire management,,Fire inducement,,annual_burning,0-15,,,,,,518,,,,,,,,0-15,,,,,,518,,,,,,,,,,12.66,,,,,,,,,,,,,,1.73,13.66508689,,,,,,,,,,,,Poor,Raqib,No bulk density reported,,0
Long-term effects of different burning frequencies on the dry savannah grassland in South Africa,South Africa,2008,"26.8667, -32.7833",Fire management,,Fire inducement,,biennial_burning,0-15,,,,,,518,,,,,,,,0-15,,,,,,518,,,,,,,,,,10.93,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Raqib,No bulk density reported,,0
Long-term effects of different burning frequencies on the dry savannah grassland in South Africa,South Africa,2008,"26.8667, -32.7833",Fire management,,Control,,triennal_burning (control),0-15,,,,,,518,,,,,,,,0-15,,,,,,518,,,,,,,,,,12.76,,,,,,,,,,,,,,1.83,14.34169279,,,,,,,,,,,,Poor,Raqib,No bulk density reported,,0
Long-term effects of different burning frequencies on the dry savannah grassland in South Africa,South Africa,2008,"26.8667, -32.7833",Fire management,,Fire suppression,,quadriennal_burning,0-15,,,,,,518,,,,,,,,0-15,,,,,,518,,,,,,,,,,12.22,,,,,,,,,,,,,,1.29,10.55646481,,,,,,,,,,,,Poor,Raqib,No bulk density reported,,0
Long-term effects of different burning frequencies on the dry savannah grassland in South Africa,South Africa,2008,"26.8667, -32.7833",Fire management,,Fire suppression,,sexennial_burning ,0-15,,,,,,518,,,,,,,,0-15,,,,,,518,,,,,,,,,,11.64,,,,,,,,,,,,,,0.71,6.099656357,,,,,,,,,,,,Poor,Raqib,No bulk density reported,,0
Long-term effects of different burning frequencies on the dry savannah grassland in South Africa,South Africa,2008,"26.8667, -32.7833",Fire management,,Fire suppression,,no_burning ,0-15,,,,,,518,,,,,,,,0-15,,,,,,518,,,,,,,,,,10.93,,,,,,,,,,,,,,0,0,,,,,,,,,,,,Poor,Raqib,No bulk density reported,,0
"Limited long-term effects of moderate livestock grazing and prescribed early
fire on soil and root processes in Sudanian savanna-woodlands, West Africa",Burkina Faso ,2017,"-2.8333, 11.6667",Fire management,,Control,,control_site1 (control),0-5,916,28.5,,,,,,,,,,,,0-5,916,28.5,,,,,,,,,,,,,,,,,,2.1,0.2,,,,,,,,,,,,,,NA,,Mixed,Lixisols,57,1,3,,Good,Raqib,,,0
"Limited long-term effects of moderate livestock grazing and prescribed early
fire on soil and root processes in Sudanian savanna-woodlands, West Africa",Burkina Faso ,2017,"-2.8333, 11.6667",Grazing management,,Improved grazing methods,,grazing_site1,0-5,916,28.5,,,,,,,,,,,,0-5,916,28.5,,,,,,,,,,,,,,,,,,1.9,0.1,,,,,,,,,,,,,,-0.2,-10.5,Mixed,Lixisols,57,1,3,,Good,Raqib,,,0
"Limited long-term effects of moderate livestock grazing and prescribed early
fire on soil and root processes in Sudanian savanna-woodlands, West Africa",Burkina Faso ,2017,"-2.8333, 11.6667",Fire management,,Fire inducement,,burning_site1,0-5,916,28.5,,,,,,,,,,,,0-5,916,28.5,,,,,,,,,,,,,,,,,,2,0.15,,,,,,,,,,,,,,-0.1,-5,Mixed,Lixisols,57,1,3,,Good,Raqib,,,0
"Limited long-term effects of moderate livestock grazing and prescribed early
fire on soil and root processes in Sudanian savanna-woodlands, West Africa",Burkina Faso ,2017,"-2.7, 12.2167",Fire management ,,Control,,control_site2 (control),0-5,837,28.5,,,,,,,,,,,,0-5,837,28.5,,,,,,,,,,,,,,,,,,1.9,0.05,,,,,,,,,,,,,,NA,,Mixed,Lixisols,29,1,3,,Good,Raqib,,,0
"Limited long-term effects of moderate livestock grazing and prescribed early
fire on soil and root processes in Sudanian savanna-woodlands, West Africa",Burkina Faso ,2017,"-2.7, 12.2167",Grazing management,,Improved grazing methods,,grazing_site2,0-5,837,28.5,,,,,,,,,,,,0-5,837,28.5,,,,,,,,,,,,,,,,,,1.9,0.05,,,,,,,,,,,,,,0,0,Mixed,Lixisols,29,1,3,,Good,Raqib,,,0
"Limited long-term effects of moderate livestock grazing and prescribed early
fire on soil and root processes in Sudanian savanna-woodlands, West Africa",Burkina Faso ,2017,"-2.7, 12.2167",Fire management,,Fire inducement,,burning_site2,0-5,837,28.5,,,,,,,,,,,,0-5,837,28.5,,,,,,,,,,,,,,,,,,2.2,0.05,,,,,,,,,,,,,,0.3,15.8,Mixed,Lixisols,29,1,3,,Good,Raqib,,,0
"Short-term response of rangeland following an
unplanned fire in terms of soil characteristics in a
semi-arid climate of South Africa",South Africa,2003,"27.1667, -30.25",Fire management ,,Fire suppression,,Unburned_2000 (control),0-50,,,,,,1652,6,1,100,04/2000,12/2001,20,Total N Ca Mg K Na P pH,0-50,,,,,,1652,6.00,1,100,04/2000,12/2001,20,Total N Ca Mg K Na P pH,,,1.391,,,,,,,,1.307,,,,9.090185,,,,,,,,,,fine sandy loam,89,,,,,Raqib,,,0
"Short-term response of rangeland following an
unplanned fire in terms of soil characteristics in a
semi-arid climate of South Africa",South Africa,2003,"27.1667, -30.25",Fire management ,,Fire inducement,,Burned_2000,0-50,,,,,,1652,6,1,100,04/2000,12/2001,20,Total N Ca Mg K Na P pH,0-50,,,,,,1652,6.00,1,100,04/2000,12/2001,20,Total N Ca Mg K Na P pH,,,1.024,,,,,,,,1.307,,,,6.69184,,-2.398345,-26.38389648,,,,,,,fine sandy loam,89,,,,,Raqib,,,0
"Short-term response of rangeland following an
unplanned fire in terms of soil characteristics in a
semi-arid climate of South Africa",South Africa,2003,"27.1667, -30.25",Fire management ,,Fire suppression,,Unburned_2000 (control),50-100,,,,,,1652,6,1,100,04/2000,12/2001,20,Total N Ca Mg K Na P pH,50-100,,,,,,1652,6.00,1,100,04/2000,12/2001,20,Total N Ca Mg K Na P pH,,,0.944,,,,,,,,1.307,,,,6.16904,,,,,,,,,,fine sandy loam,89,,,,,Raqib,,,0
"Short-term response of rangeland following an
unplanned fire in terms of soil characteristics in a
semi-arid climate of South Africa",South Africa,2003,"27.1667, -30.25",Fire management ,,Fire inducement,,Burned_2000,50-100,,,,,,1652,6,1,100,04/2000,12/2001,20,Total N Ca Mg K Na P pH,50-100,,,,,,1652,6.00,1,100,04/2000,12/2001,20,Total N Ca Mg K Na P pH,,,0.846,,,,,,,,1.307,,,,5.52861,,-0.64043,-10.38135593,,,,,,,fine sandy loam,89,,,,,Raqib,,,0
