,basic_info-date,basic_info-organisation_name,basic_info-organisation_other,geography-state_name,geography-region_name,geography-district_name,geography-community_name,plot_details-photo,plot_details-polygon,land_use_selection-project_name,land_use_selection-land_use,land_use_selection-intervention,halfmoons-halfmoon_details-halfmoon_type,halfmoons-halfmoon_details-date,halfmoons-halfmoon_details-total_halfmoons,halfmoons-halfmoon_details-size,halfmoons-halfmoon_details-length_decimal,halfmoons-halfmoon_details-width_decimal,halfmoons-halfmoon_details-depth_decimal,halfmoons-halfmoon_details_2-type_halfmoons,halfmoons-halfmoon_details_2-average_space,halfmoons-halfmoon_details_2-vertical_space,halfmoons-halfmoon_details_2-horizontal_space,halfmoons-halfmoon_details_2-manages,halfmoons-halfmoon_details_2-youth_manages,halfmoons-halfmoon_details_2-paid_unpaid_labor,swales-swales_details-type,swales-swales_details-date,swales-swales_details-total,swales-swales_details-average_size,swales-swales_details-length,swales-swales_details-width,swales-swales_details-depth,swales-swales_details-manages,swales-swales_details-youth_manages,swales-swales_details-paid_unpaid_labor,bunds-bunds_details-type,bunds-bunds_details-date,bunds-bunds_details-total,bunds-bunds_details-average_size,bunds-bunds_details-length,bunds-bunds_details-width,bunds-bunds_details-depth,bunds-bunds_details-manages,bunds-bunds_details-youth_manages,bunds-bunds_details-paid_unpaid_labor,terracing-terrace_details-type,terracing-terrace_details-date,terracing-terrace_details-total,terracing-terrace_details-average_size,terracing-terrace_details-length,terracing-terrace_details-width,terracing-terrace_details-depth,terracing-terrace_details-manages,terracing-terrace_details-youth_manages,terracing-terrace_details-paid_unpaid_labor,contour-contour_details-type,contour-contour_details-date,contour-contour_details-total,contour-contour_details-average_size,contour-contour_details-length,contour-contour_details-width,contour-contour_details-depth,contour-contour_details-manages,contour-contour_details-youth_manages,contour-contour_details-paid_unpaid_labor,keylines-keyline_details-type,keylines-keyline_details-date,keylines-keyline_details-total,keylines-keyline_details-average_size,keylines-keyline_details-length,keylines-keyline_details-width,keylines-keyline_details-depth,keylines-keyline_details-manages,keylines-keyline_details-youth_manages,keylines-keyline_details-paid_unpaid_labor,rock_dams-type,rock_dams-date,rock_dams-total,rock_dams-average_size,rock_dams-length,rock_dams-width,rock_dams-depth,rock_dams-manages,rock_dams-youth_manages,rock_dams-paid_unpaid_labor,rock_dams-trees_dams-planted_choice7,rock_dams-trees_dams-num_tree_species,rock_dams-trees_dams-num_trees_planted,rock_dams-trees_dams-num_tree_survived,rock_dams-trees_dams-dams_trees_species,rock_dams-trees_dams-other_dams_trees,rock_dams-grass_dams-num_grass_species,rock_dams-grass_dams-kg_grass_seeds,rock_dams-grass_dams-dams_grass_species,rock_dams-grass_dams-other_dams_grass,rock_dams-managements_dams-additional_management7,rock_dams-managements_dams-management_practices,rock_dams-managements_dams-crops_present7,rock_dams-managements_dams-crops_in_field7,rock_dams-managements_dams-other_crops,rock_dams-managements_dams-agricultural_field_state,rock_dams-gps-Latitude,rock_dams-gps-Longitude,rock_dams-gps-Altitude,rock_dams-gps-Accuracy,rock_dams-photo,plugging-plug_details-type,plugging-plug_details-date,plugging-plug_details-total,plugging-plug_details-average_size,plugging-plug_details-length,plugging-plug_details-width,plugging-plug_details-depth,plugging-plug_details-manages,plugging-plug_details-youth_manages,plugging-plug_details-paid_unpaid_labor,gabions-gabions_details-type,gabions-gabions_details-date,gabions-gabions_details-total,gabions-gabions_details-average_size,gabions-gabions_details-length,gabions-gabions_details-width,gabions-gabions_details-depth,gabions-gabions_details-manages,gabions-gabions_details-youth_manages,gabions-gabions_details-paid_unpaid_labor,basins-basin_details-type,basins-basin_details-date,basins-basin_details-total,basins-basin_details-average_size,basins-basin_details-length,basins-basin_details-width,basins-basin_details-depth,basins-basin_details-average_space,basins-basin_details-vertical_space,basins-basin_details-horizontal_space,basins-basin_details-manages,basins-basin_details-youth_manages,basins-basin_details-paid_unpaid_labor,invasive_removal-removal_date,invasive_removal-invasive_species,invasive_removal-other_invasive_species,invasive_removal-severity,invasive_removal-removal_methods,invasive_removal-removal_frequency,invasive_removal-tree_species,invasive_removal-other_basins_trees,invasive_removal-grass_species,invasive_removal-other_basins_grass,waterpoints-wp_ownership,waterpoints-wp_type,waterpoints-wp_depth,waterpoints-wp_avg_distance,waterpoints-wp_availability,waterpoints-wp_contami_sources,waterpoints-wp_protection,waterpoints-wp_usage,waterpoints-wp_condition,waterpoints-wp_facilities,waterpoints-gps-Latitude,waterpoints-gps-Longitude,waterpoints-gps-Altitude,waterpoints-gps-Accuracy,waterpoints-photo,geometry,area_m2,area_ha,basic_info-name
102,9/2/2025,concern,,southwest.,lower_shebelle,afgoye,abbannaale,1756815989609.jpg,2.2182499 45.145712 0.0 0.0; 2.2182472 45.1456798 0.0 0.0; 2.21820483806238 45.1456717774272 0.0 0.0; 2.2182101984606812 45.14571838080883 0.0 0.0; 2.2182499 45.145712 0.0 0.0,brcis3,agriculture,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,rain_water_harvesting,3.0,1000_to_2000m,dry_season,none,fenced,drinking,funtional,none,2.2182729,45.1457045,75.2,6.562,1756816127636.jpg,"POLYGON ((45.14571 2.21825, 45.14568 2.218247, 45.14567 2.218205, 45.14572 2.21821, 45.14571 2.21825))",20.17214601,0.002017215,Osman Ebey Omar
103,9/2/2025,concern,,southwest.,lower_shebelle,afgoye,jambaluul,1756818079529.jpg,2.1841783 45.1496633 0.0 0.0; 2.182833494171862 45.150798819959164 0.0 0.0; 2.1829376893819465 45.15094097703695 0.0 0.0; 2.1842158390399726 45.14972995966673 0.0 0.0; 2.1841783 45.1496633 0.0 0.0,brcis3,agriculture,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,river/stream,3.0,500m_to_1000m,dry_season,agricultural_runoff,none,agriculture,funtional,generator,2.1841583,45.1496667,88.7,2.7,1756818299289.jpg,"POLYGON ((45.14966 2.184178, 45.1508 2.182833, 45.15094 2.182938, 45.14973 2.184216, 45.14966 2.184178))",2727.239038,0.272723904,Osman Ebey Omar
104,9/2/2025,concern,,southwest.,lower_shebelle,afgoye,iri dole,1756823502264.jpg,2.189045 45.1806217 0.0 0.0;2.1889696081273713 45.18062062561512 0.0 0.0;2.18897262341061 45.180671252310276 0.0 0.0;2.189047335426832 45.18066622316837 0.0 0.0;2.189045 45.1806217 0.0 0.0,brcis3,agriculture,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,river/stream,3.0,500m_to_1000m,dry_season,agricultural_runoff,none,agriculture,funtional,generator,2.1890817,45.1806033,86.7,3.92,1756823627946.jpg,"POLYGON ((45.18062 2.189045, 45.18062 2.18897, 45.18067 2.188973, 45.18067 2.189047, 45.18062 2.189045))",45.81872952,0.004581873,Osman Ebey Omar
105,9/2/2025,nrc,,jubaland,lower_juba,kismayo,qamqam,1756824248801.jpg,-0.2115831 42.6061641 -19.0 4.0; -0.2116059 42.6047283 -17.0 3.0; -0.2175307 42.6035598 -24.0 14.5; -0.2187017 42.6072085 -24.0 46.0; -0.2116309 42.6061374 -18.0 11.0; -0.2115831 42.6061641 -19.0 4.0,brcis3,agriculture,swales,,,,,,,,,,,,,,,existing,8/8/2023,2.0,,1500.0,1.5,0.7,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((42.60616 -0.2115831, 42.60473 -0.2116059, 42.60356 -0.2175307, 42.60721 -0.2187017, 42.60614 -0.2116309, 42.60616 -0.2115831))",203138.6944,20.31386944,Ahmed Ibrahim
106,9/2/2025,nrc,,jubaland,lower_juba,kismayo,yontoy,1756814576425.jpg,-0.1128972 42.5721694 -34.0 5.0; -0.1152262 42.5731286 -31.0 3.78; -0.1163816 42.5701739 -31.0 3.78; -0.1141587 42.5694532 -28.0 5.515; -0.1128801 42.5721985 -26.0 3.828; -0.1128972 42.5721694 -34.0 5.0,brcis3,agriculture,swales,,,,,,,,,,,,,,,existing,7/9/2018,2.0,,1200.0,1.7,0.6,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((42.57217 -0.1128972, 42.57313 -0.1152262, 42.57017 -0.1163816, 42.56945 -0.1141587, 42.5722 -0.1128801, 42.57217 -0.1128972))",92110.20088,9.211020088,Ahmed Ibrahim
107,9/2/2025,nrc,,jubaland,lower_juba,kismayo,bula guduud,1756824817724.heic,-0.0775417 42.5620771 -24.0 6.5; -0.082631 42.5619314 -27.0 10.0; -0.0825568 42.5660997 -34.0 3.526; -0.0779807 42.5666599 -20.0 9.5; -0.0775494 42.5620736 -26.0 3.0; -0.0775417 42.5620771 -24.0 6.5,brcis3,agriculture,swales,,,,,,,,,,,,,,,existing,8/15/2023,4.0,,1600.0,1.7,0.6,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((42.56208 -0.0775417, 42.56193 -0.082631, 42.5661 -0.0825568, 42.56666 -0.0779807, 42.56207 -0.0775494, 42.56208 -0.0775417))",260804.2046,26.08042046,Ahmed Ibrahim
108,3/12/2025,kaalo,,puntland,mudug.,galkacyo.,gobsho,1756797758654.jpg,6.9214436 47.487768 281.0 5.5; 6.9212269 47.4853361 284.0 3.462; 6.9235902 47.4855476 281.0 3.073; 6.923582 47.4855406 281.0 3.0; 6.9227486 47.4875646 283.0 3.274; 6.9227484 47.4875726 283.0 3.006; 6.9227493 47.4875699 281.0 3.0; 6.9227502 47.4875675 281.0 3.0; 6.922751 47.4875662 281.0 3.0; 6.9227521 47.4875667 281.0 2.5; 6.9214436 47.487768 281.0 5.5,RAF,rangeland,halfmoons,new,3/12/2025,300.0,,5.0,2.0,0.4,demi_lunes,,2.0,5.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((47.48777 6.921444, 47.48534 6.921227, 47.48555 6.92359, 47.48554 6.923582, 47.48756 6.922749, 47.48757 6.922748, 47.48757 6.922749, 47.48757 6.92275, 47.48757 6.922751, 47.48757 6.922752, 47.48777 6.921444))",49694.19952,4.969419952,Abdijalil said
109,3/12/2025,kaalo,,puntland,mudug.,galkacyo.,gobsho,1756799434909.jpg,6.9229498 47.4836344 277.0 3.0; 6.924712 47.4834348 277.0 3.106; 6.9247191 47.483438 277.0 3.0; 6.9246938 47.4824068 278.0 3.606; 6.9247153 47.4824073 279.0 3.177; 6.9247241 47.4824055 279.0 3.0; 6.9243052 47.4822711 277.0 3.716; 6.9229498 47.4836344 277.0 3.0,RAF,rangeland,swales,,,,,,,,,,,,,,,new,3/12/2025,3.0,,70.0,2.5,0.4,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((47.48363 6.92295, 47.48343 6.924712, 47.48344 6.924719, 47.48241 6.924694, 47.48241 6.924715, 47.48241 6.924724, 47.48227 6.924305, 47.48363 6.92295))",15464.93245,1.546493245,Abdijalil said
110,4/24/2025,nrc,,jubaland,lower_juba,kismayo,bula guduud,1745485064861.jpg,-0.0635002 42.5870517 -21.0 2.5;-0.063423 42.5868762 -22.0 3.4;-0.0640389 42.586959 -23.0 3.361;-0.0639358 42.5871012 -23.0 3.243;-0.0634805 42.5870541 -26.0 3.827;-0.0635002 42.5870517 -21.0 2.5,,rangeland,soil_bunds,,,,,,,,,,,,,,,,,,,,,,,,,new,2/19/2025,3.0,,450.0,6.0,3.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((42.58705 -0.0635002, 42.58688 -0.063423, 42.58696 -0.0640389, 42.5871 -0.0639358, 42.58705 -0.0634805, 42.58705 -0.0635002))",1019.504435,0.101950444,Ahmed Ibrahim
111,9/3/2025,nrc,,jubaland,lower_juba,kismayo,bula guduud,1756889048200.jpg,-0.0637041 42.5867522 -43.0 13.0; -0.0662108 42.5752759 -31.0 3.0; -0.075559 42.5752368 -24.0 1.5; -0.0733814 42.5750086 -27.0 2500.0; -0.0776811 42.5881465 -30.0 5.353; -0.0637321 42.5867426 -28.0 9.5; -0.0637041 42.5867522 -43.0 13.0,brcis3,agriculture,swales,,,,,,,,,,,,,,,existing,1/21/2025,3.0,,1800.0,1.5,0.6,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((42.58675 -0.0637041, 42.57528 -0.0662108, 42.57524 -0.075559, 42.57501 -0.0733814, 42.58815 -0.0776811, 42.58674 -0.0637321, 42.58675 -0.0637041))",1580434.555,158.0434555,Ahmed Ibrahim
112,4/16/2025,concern,,southwest.,lower_shebelle,afgoye,iri dole,1744800083027.jpg,2.1899596257998777 45.179841443896294 0.0 0.0; 2.1901995081560908 45.17987061291933 0.0 0.0; 2.1902249705268457 45.17966039478779 0.0 0.0; 2.1900252919235608 45.1796355843544 0.0 0.0; 2.1899596257998777 45.179841443896294 0.0 0.0,brcis3,communal_land,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,other,2.0,100m_to_500m,all_year,none,none,agriculture,funtional,generator,2.1909297,45.1808091,127.5,15.496,1744800108076.jpg,"POLYGON ((45.17984 2.18996, 45.17987 2.1902, 45.17966 2.190225, 45.17964 2.190025, 45.17984 2.18996))",568.5823436,0.056858234,Osman Ebey Omar
113,7/7/2025,irc,,galmudug,mudug,galkacyo,bandiradley,1751899957613.jpg,6.457235 47.0074683 277.1 4.4;6.4572334 47.0074482 275.4 1.266;6.4572383 47.0074433 274.0 1.3;6.4571672 47.0075045 278.0 1.466;6.4570573 47.0077238 276.9 1.5;6.456989 47.007937 276.3 1.5;6.4568682 47.0082139 279.1 1.5;6.4567663 47.0084695 277.6 1.516;6.4566764 47.0086778 275.7 1.55;6.4565764 47.0089398 278.1 1.5;6.4564664 47.0091657 276.5 1.5;6.4563857 47.009402 279.1 1.55;6.4563033 47.0096614 274.3 1.5;6.4562108 47.0099212 279.5 1.5;6.4561777 47.0101301 273.9 1.55;6.4560511 47.0103888 280.4 1.5;6.4559735 47.0106085 276.5 1.516;6.4561862 47.0106777 279.4 1.533;6.4564299 47.0107725 276.2 1.566;6.4566786 47.0108872 278.4 1.5;6.456841 47.0109974 274.6 1.5;6.4570224 47.0111529 278.1 1.55;6.4572937 47.0111922 278.5 1.55;6.4575301 47.01125 276.7 1.54;6.4577336 47.0112467 277.4 1.5;6.4579805 47.0112777 278.6 1.5;6.4582139 47.0112396 278.8 1.5;6.4584453 47.0111804 280.6 1.5;6.4586443 47.0110219 278.2 1.416;6.4587599 47.0108092 276.6 1.5;6.4588904 47.010636 276.5 1.466;6.4590124 47.0104058 282.0 1.433;6.4590984 47.010182 278.5 1.5;6.459225 47.0100013 282.0 1.5;6.4593454 47.0097872 283.4 1.5;6.4594044 47.0095693 282.7 1.433;6.4595055 47.0093942 280.8 1.483;6.4596149 47.0091691 278.5 1.466;6.459706 47.0089265 281.0 1.5;6.4597779 47.0087267 277.8 1.483;6.459872 47.0084781 279.1 1.466;6.4598981 47.0081976 280.8 1.5;6.4599244 47.0079651 279.8 1.466;6.4600136 47.0077051 282.2 1.5;6.4600952 47.0074588 282.9 1.466;6.4601712 47.0072647 282.3 1.45;6.4602512 47.0070016 283.1 1.433;6.4603343 47.0067632 282.1 1.5;6.4601192 47.0066906 279.2 1.466;6.4598593 47.0067432 280.3 1.433;6.4596059 47.0067946 281.2 1.4;6.4593809 47.0068343 280.8 1.5;6.4591345 47.0068847 281.6 1.5;6.4588666 47.0069064 281.0 1.5;6.458647 47.0068667 279.5 1.466;6.458391 47.0068676 276.6 1.5;6.4581246 47.006827 281.1 1.4;6.4579051 47.006844 279.5 1.4;6.4576559 47.0068404 279.6 1.4;6.4574223 47.0068736 280.6 1.383;6.4573521 47.0070614 281.9 1.483;6.4572895 47.0072856 280.2 1.45;6.457235 47.0074683 277.1 4.4,brcis3,communal_land,halfmoons,new,6/26/2025,1120.0,,5.0,2.5,60.0,demi_lunes,,7.5,2.5,male,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((47.00747 6.457235, 47.00745 6.457233, 47.00744 6.457238, 47.0075 6.457167, 47.00772 6.457057, 47.00794 6.456989, 47.00821 6.456868, 47.00847 6.456766, 47.00868 6.456676, 47.00894 6.456576, 47.00917 6.456466, 47.0094 6.456386, 47.00966 6.456303, 47.00992 6.456211, 47.01013 6.456178, 47.01039 6.456051, 47.01061 6.455973, 47.01068 6.456186, 47.01077 6.45643, 47.01089 6.456679, 47.011 6.456841, 47.01115 6.457022, 47.01119 6.457294, 47.01125 6.45753, 47.01125 6.457734, 47.01128 6.45798, 47.01124 6.458214, 47.01118 6.458445, 47.01102 6.458644, 47.01081 6.45876, 47.01064 6.45889, 47.01041 6.459012, 47.01018 6.459098, 47.01 6.459225, 47.00979 6.459345, 47.00957 6.459404, 47.00939 6.459505, 47.00917 6.459615, 47.00893 6.459706, 47.00873 6.459778, 47.00848 6.459872, 47.0082 6.459898, 47.00797 6.459924, 47.00771 6.460014, 47.00746 6.460095, 47.00726 6.460171, 47.007 6.460251, 47.00676 6.460334, 47.00669 6.460119, 47.00674 6.459859, 47.00679 6.459606, 47.00683 6.459381, 47.00688 6.459135, 47.00691 6.458867, 47.00687 6.458647, 47.00687 6.458391, 47.00683 6.458125, 47.00684 6.457905, 47.00684 6.457656, 47.00687 6.457422, 47.00706 6.457352, 47.00729 6.45729, 47.00747 6.457235))",154762.4418,15.47624418,Ahmed Omar Hassan
114,7/21/2025,kaalo,,puntland,mudug.,galkacyo.,bayra,1753172894882.jpg,6.9363253 47.320897 302.0 10.5; 6.9364068 47.3216301 296.0 3.678; 6.9379289 47.3213734 295.0 3.582; 6.9379407 47.3213539 295.0 3.0; 6.9379408 47.3213523 295.0 3.0; 6.9379859 47.3211673 295.0 4.75; 6.9379718 47.3209894 295.0 5.149; 6.9379183 47.3208461 295.0 3.681; 6.9378448 47.3207302 295.0 3.57; 6.9378462 47.3207326 295.0 3.0; 6.9363253 47.320897 302.0 10.5,brcis3,rangeland,halfmoons,new,5/18/2025,110.0,,4.0,2.0,40.0,boomerangs,,0.4,5.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((47.3209 6.936325, 47.32163 6.936407, 47.32137 6.937929, 47.32135 6.937941, 47.32135 6.937941, 47.32117 6.937986, 47.32099 6.937972, 47.32085 6.937918, 47.32073 6.937845, 47.32073 6.937846, 47.3209 6.936325))",13423.86702,1.342386702,Abdijalil
115,7/6/2025,nrc,,southwestâ€¦,bay.,baidoa.,rebay,1751787722383.jpg,3.1637482 43.577937 434.0 6.5;3.1662457 43.5781702 478.0 20.822;3.1661765 43.5787483 464.0 6.5;3.1664396 43.578822 473.0 6.0;3.1671187 43.5820293 471.0 6.27;3.1625795 43.5805056 467.0 10.001;3.1636337 43.5782425 465.0 12.513;3.1637482 43.577937 434.0 6.5,brcis4,rangeland,halfmoons,new,7/6/2025,409.0,,6.0,3.0,40.0,boomerangs,,3.0,1.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.57794 3.163748, 43.57817 3.166246, 43.57875 3.166177, 43.57882 3.16644, 43.58203 3.167119, 43.58051 3.16258, 43.57824 3.163634, 43.57794 3.163748))",140414.2171,14.04142171,Hassan Omar Khadhib
116,7/6/2025,nrc,,southwestâ€¦,bay.,baidoa.,salbuuy,1751793690876.jpg,3.1594062 43.610656 441.0 12.875;3.160224 43.6092471 454.0 4.593;3.1601141 43.6094425 455.0 3.6;3.1619545 43.6103504 461.0 8.125;3.1618271 43.6114838 457.0 3.077;3.1635516 43.6153765 463.0 7.5;3.1634945 43.6151146 455.0 3.021;3.162755 43.6155813 463.0 11.0;3.1621768 43.614643 460.0 3.749;3.1601454 43.6140321 462.0 8.0;3.1608312 43.6140467 456.0 3.537;3.1594062 43.610656 441.0 12.875,terra,rangeland,halfmoons,new,7/6/2025,50.0,,6.0,3.0,40.0,boomerangs,,3.0,1.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.61066 3.159406, 43.60925 3.160224, 43.60944 3.160114, 43.61035 3.161954, 43.61148 3.161827, 43.61538 3.163552, 43.61511 3.163495, 43.61558 3.162755, 43.61464 3.162177, 43.61403 3.160145, 43.61405 3.160831, 43.61066 3.159406))",134688.1662,13.46881662,Hassan Omar Khadhib
117,7/7/2025,nrc,,southwestâ€¦,bay.,baidoa.,bonkai,1751871662709.jpg,3.1529863 43.6287329 452.0 7.5;3.1533392 43.6286536 440.0 7.526;3.1533197 43.6285793 449.0 9.484;3.1533229 43.6284397 448.0 7.14;3.1536249 43.6285039 451.0 9.985;3.1538856 43.6291061 451.0 11.869;3.1540986 43.6289382 450.0 11.465;3.1543788 43.6291474 451.0 6.717;3.1548385 43.6316884 465.0 15.193;3.1538537 43.6317911 453.0 8.487;3.1533556 43.6311397 448.0 8.029;3.1533183 43.6305806 449.0 13.524;3.15343 43.6305245 450.0 18.588;3.1529863 43.6287329 452.0 7.5,terra,rangeland,halfmoons,new,10/23/2024,120.0,,3.0,6.0,40.0,boomerangs,,2.0,1.0,both,yes,unpaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.62873 3.152986, 43.62865 3.153339, 43.62858 3.15332, 43.62844 3.153323, 43.6285 3.153625, 43.62911 3.153886, 43.62894 3.154099, 43.62915 3.154379, 43.63169 3.154838, 43.63179 3.153854, 43.63114 3.153356, 43.63058 3.153318, 43.63052 3.15343, 43.62873 3.152986))",46006.72929,4.600672929,Mohamud Abdullahi Ali
118,7/7/2025,nrc,,southwestâ€¦,bay.,baidoa.,horseed.,1751876154095.jpg,3.1469725 43.6542331 437.0 9.29;3.1474224 43.6543407 439.0 9.528;3.1479203 43.6540588 440.0 7.967;3.1484444 43.6529162 411.0 5.975;3.1489584 43.6525541 411.0 5.702;3.1491327 43.6517434 411.0 9.249;3.1484645 43.6508181 411.0 7.316;3.1481957 43.6509434 411.0 8.459;3.1482933 43.651037 411.0 9.936;3.1463857 43.6543746 411.0 8.451;3.1467835 43.6542743 411.0 9.515;3.1469725 43.6542331 437.0 9.29,brcis2,rangeland,halfmoons swales,new,5/22/2025,78.0,,2.5,6.0,30.0,boomerangs,,1.0,2.0,both,no,paid,new,5/23/2025,3.0,,300.0,1.0,60.0,both,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.65423 3.146972, 43.65434 3.147422, 43.65406 3.14792, 43.65292 3.148444, 43.65255 3.148958, 43.65174 3.149133, 43.65082 3.148465, 43.65094 3.148196, 43.65104 3.148293, 43.65437 3.146386, 43.65427 3.146784, 43.65423 3.146972))",49089.80892,4.908980892,Mohamud Abdullahi Ali
119,7/21/2025,nrc,,jubaland,lower_juba,kismayo,qandal,1753091547202.jpg,-0.4623932 42.4424561 -14.0 7.0;-0.4635885 42.4437581 -20.0 3.826;-0.4631168 42.444449 -20.0 3.677;-0.4610732 42.4438066 -17.0 3.849;-0.4624321 42.4424148 -20.0 3.813;-0.4623932 42.4424561 -14.0 7.0,brcis3,rangeland,halfmoons swales,new,4/26/2025,200.0,,6.0,3.0,40.0,demi_lunes,,6.0,6.0,both,yes,paid,new,4/26/2025,6.0,,60.0,0.6,40.0,both,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((42.44246 -0.4623932, 42.44376 -0.4635885, 42.44445 -0.4631168, 42.44381 -0.4610732, 42.44241 -0.4624321, 42.44246 -0.4623932))",31110.88175,3.111088175,Ahmed Ibrahim
120,3/22/2024,SCI,,hirshabele,Middle Shabelle,Jawhar,Moyko,,,brcis3,communal_land,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,other,,,,,,,,,2.7577239,45.4978558,78.41784668,3.9,,,,,
