,Scientific Name,Local Name,Tree Usage,Other Usages,has_fruits,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
362,Annona cherimola,kitoo,SHADE FIREWOOD FRUITS ,,TRUE,Kenya,kitoo,local_name (replaced NA),Kenya,Annona cherimola Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,100,Annona cherimola,kitomoko,Kenya,V,annona cherimola,0.075,Accepted,scientific_name,kitoo,kitomoko,both,Annona cherimola
363,,kyatha,MEDICINAL SHADE FIREWOOD ,,FALSE,Kenya,kyatha,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
364,Erythrina abyssinica,mumutei,SHADE FIREWOOD ,,FALSE,Kenya,mumutei,local_name (replaced NA),Kenya,Erythrina abyssinica Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Erythrina,Erythrina abyssinica,99,Erythrina abyssinica,Muuti,Kenya,R,erythrina abyssinica,0.076190476,Accepted,scientific_name,mumutei,Muuti,both,Erythrina abyssinica
365,Acacia nilotica,kisemei,LEAF_VEGETABLES FIREWOOD ,,FALSE,Kenya,kisemei,local_name (replaced NA),Kenya,Acacia nilotica (L.) Willd. ex Delile,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia nilotica,99,Acacia nilotica,kisemei,Kenya,V,acacia nilotica,0,Accepted,scientific_name,musemei,musemei,both,Acacia nilotica
366,Adansonia digitata,kiama,SHADE FIREWOOD ,,FALSE,Kenya,kiama,local_name (replaced NA),Kenya,Adansonia digitata L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Adansonia,Adansonia digitata,100,Adansonia digitata,kiamba,Kenya,V,adansonia digitata,0.033333333333333326,Accepted,scientific_name,kiamba,kiamba,both,Adansonia digitata
367,Croton megalocarpus,kithulu,CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,kithulu,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Kithulu,Kenya,V,croton megalocarpus,0,Accepted,scientific_name,kithulu,Kithulu,both,Croton megalocarpus
368,,,SHADE FIREWOOD FRUITS ,,TRUE,Kenya,geiger tree,scientific_name,,,,,,,,,,,,,,,,,,,,,,left_only,
369,Balanites aegyptiaca,kilului,FODDER SOIL_FERTILITY FRUITS SHADE FIREWOOD ,,TRUE,Kenya,kilului,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,Kilului,Kenya,R,balanites aegyptiaca,0,Accepted,scientific_name,kilului,Kilului,both,Balanites aegyptiaca
370,Acacia mellifera,kithiia,OTHER FIREWOOD ,fence,FALSE,Kenya,kithiia,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,kithiia,Kenya,V,acacia mellifera,0,Accepted,scientific_name,muthiia,Muthiia,both,Acacia mellifera
371,Acacia nilotica,musemei,FODDER SHADE FIREWOOD ,,FALSE,Kenya,acacia nilotica,scientific_name,Kenya,Acacia nilotica (L.) Willd. ex Delile,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia nilotica,99,Acacia nilotica,,,,,,,,,,both,Acacia nilotica
372,,kilaa,FODDER CONSTRUCTION FIREWOOD ,,FALSE,Kenya,kilaa,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
373,Acacia nilotica,mucemei,FODDER FIREWOOD ,,FALSE,Kenya,mucemei,local_name (replaced NA),Kenya,Acacia nilotica (L.) Willd. ex Delile,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia nilotica,99,Acacia nilotica,musemei,Kenya,V,acacia nilotica,0.076190476,Accepted,scientific_name,musemei,musemei,both,Acacia nilotica
374,,kikolooso,FODDER SOIL_FERTILITY FIREWOOD ,,FALSE,Kenya,kikolooso,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
375,Balanites aegyptiaca,kilului,FODDER SOIL_FERTILITY FRUITS SHADE FIREWOOD ,,TRUE,Kenya,kilului,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,Kilului,Kenya,R,balanites aegyptiaca,0,Accepted,scientific_name,kilului,Kilului,both,Balanites aegyptiaca
376,Acacia mellifera,kithiia,OTHER FIREWOOD ,fence,FALSE,Kenya,kithiia,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,kithiia,Kenya,V,acacia mellifera,0,Accepted,scientific_name,muthiia,Muthiia,both,Acacia mellifera
377,,kilaa,FODDER CONSTRUCTION FIREWOOD ,,FALSE,Kenya,kilaa,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
378,Acacia nilotica,mucemei,FODDER FIREWOOD ,,FALSE,Kenya,mucemei,local_name (replaced NA),Kenya,Acacia nilotica (L.) Willd. ex Delile,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia nilotica,99,Acacia nilotica,musemei,Kenya,V,acacia nilotica,0.076190476,Accepted,scientific_name,musemei,musemei,both,Acacia nilotica
379,,kikolooso,FODDER SOIL_FERTILITY FIREWOOD ,,FALSE,Kenya,kikolooso,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
380,Acacia tortilis,kimwaa,FODDER SHADE FIREWOOD ,,FALSE,Kenya,acacia tortillis,scientific_name,Kenya,Acacia tortilis (Forssk.) Hayne,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia tortilis,97,Acacia tortilis,,,,,,,,,,both,Acacia tortilis
381,Ricinus communis,mwooa,SHADE FIREWOOD ,,FALSE,Kenya,mwooa,local_name (replaced Unknown),Kenya,Ricinus communis L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis,100,Ricinus communis,Mwono,Kenya,R,ricinus communis,0.093333333,Accepted,scientific_name,mwooa,Mwono,both,Ricinus communis
382,Juniperus procera,mukuluu,CONSTRUCTION FODDER SOIL_FERTILITY FIREWOOD ,,FALSE,Kenya,mukuluu,local_name (replaced NA),Kenya,Juniperus procera Hochst. ex Endl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Juniperus,Juniperus procera,99,Juniperus procera,Mukuu,Kenya,R,juniperus procera,0.057142857,Accepted,scientific_name,mukuluu,Mukuu,both,Juniperus procera
383,Terminalia brownii,muuku,FIREWOOD ,,FALSE,Kenya,muuku,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,Muuku,Kenya,R,terminalia brownii,0,Accepted,scientific_name,kiuku,kiuuku,both,Terminalia brownii
384,Acacia mellifera,muthinia,CONSTRUCTION FIREWOOD SHADE ,,FALSE,Kenya,muthinia,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,Muthiia,Kenya,R,acacia mellifera,0.025000000000000022,Accepted,scientific_name,muthiia,Muthiia,both,Acacia mellifera
385,Juniperus procera,mukuluu,CONSTRUCTION FODDER SOIL_FERTILITY FIREWOOD ,,FALSE,Kenya,mukuluu,local_name (replaced NA),Kenya,Juniperus procera Hochst. ex Endl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Juniperus,Juniperus procera,99,Juniperus procera,Mukuu,Kenya,R,juniperus procera,0.057142857,Accepted,scientific_name,mukuluu,Mukuu,both,Juniperus procera
386,Terminalia brownii,muuku,FIREWOOD ,,FALSE,Kenya,muuku,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,Muuku,Kenya,R,terminalia brownii,0,Accepted,scientific_name,kiuku,kiuuku,both,Terminalia brownii
387,Acacia mellifera,muthinia,CONSTRUCTION FIREWOOD SHADE ,,FALSE,Kenya,muthinia,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,Muthiia,Kenya,R,acacia mellifera,0.025000000000000022,Accepted,scientific_name,muthiia,Muthiia,both,Acacia mellifera
388,Juniperus procera,mukuluu,CONSTRUCTION FODDER SOIL_FERTILITY FIREWOOD ,,FALSE,Kenya,mukuluu,local_name (replaced NA),Kenya,Juniperus procera Hochst. ex Endl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Juniperus,Juniperus procera,99,Juniperus procera,Mukuu,Kenya,R,juniperus procera,0.057142857,Accepted,scientific_name,mukuluu,Mukuu,both,Juniperus procera
389,Terminalia brownii,muuku,FIREWOOD ,,FALSE,Kenya,muuku,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,Muuku,Kenya,R,terminalia brownii,0,Accepted,scientific_name,kiuku,kiuuku,both,Terminalia brownii
390,Acacia mellifera,muthinia,CONSTRUCTION FIREWOOD SHADE ,,FALSE,Kenya,muthinia,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,Muthiia,Kenya,R,acacia mellifera,0.025000000000000022,Accepted,scientific_name,muthiia,Muthiia,both,Acacia mellifera
391,Juniperus procera,mukuluu,FIREWOOD CONSTRUCTION SOIL_FERTILITY FODDER ,,FALSE,Kenya,mukuluu,local_name (replaced NA),Kenya,Juniperus procera Hochst. ex Endl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Juniperus,Juniperus procera,99,Juniperus procera,Mukuu,Kenya,R,juniperus procera,0.057142857,Accepted,scientific_name,mukuluu,Mukuu,both,Juniperus procera
392,Balanites aegyptiaca,kilului,FIREWOOD SOIL_FERTILITY ,,FALSE,Kenya,kilului,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,Kilului,Kenya,R,balanites aegyptiaca,0,Accepted,scientific_name,kilului,Kilului,both,Balanites aegyptiaca
393,Ocotea usambarensis,mutithi,FIREWOOD SHADE CONSTRUCTION ,,FALSE,Kenya,mutithi,local_name (replaced NA),Kenya,Ocotea usambarensis Engl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Laurales,Lauraceae,Kuloa,Kuloa usambarensis,100,Ocotea usambarensis,Muthaiti,Kenya,R,ocotea usambarensis,0.0625,Accepted,scientific_name,mkongo,Mkongo,both,Ocotea usambarensis
394,Juniperus procera,mukuluu,FIREWOOD FODDER SOIL_FERTILITY ,,FALSE,Kenya,mukuluu,local_name (replaced NA),Kenya,Juniperus procera Hochst. ex Endl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Juniperus,Juniperus procera,99,Juniperus procera,Mukuu,Kenya,R,juniperus procera,0.057142857,Accepted,scientific_name,mukuluu,Mukuu,both,Juniperus procera
395,Balanites aegyptiaca,kilului,FIREWOOD MEDICINAL FRUITS SHADE ,,TRUE,Kenya,kilului,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,Kilului,Kenya,R,balanites aegyptiaca,0,Accepted,scientific_name,kilului,Kilului,both,Balanites aegyptiaca
396,Ocotea usambarensis,mutithi,FIREWOOD CONSTRUCTION SHADE ,,FALSE,Kenya,mutithi,local_name (replaced NA),Kenya,Ocotea usambarensis Engl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Laurales,Lauraceae,Kuloa,Kuloa usambarensis,100,Ocotea usambarensis,Muthaiti,Kenya,R,ocotea usambarensis,0.0625,Accepted,scientific_name,mkongo,Mkongo,both,Ocotea usambarensis
397,Juniperus procera,mukuluu,CONSTRUCTION FODDER SOIL_FERTILITY FIREWOOD ,,FALSE,Kenya,mukuluu,local_name (replaced NA),Kenya,Juniperus procera Hochst. ex Endl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Juniperus,Juniperus procera,99,Juniperus procera,Mukuu,Kenya,R,juniperus procera,0.057142857,Accepted,scientific_name,mukuluu,Mukuu,both,Juniperus procera
398,Terminalia brownii,muuku,FIREWOOD ,,FALSE,Kenya,muuku,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,Muuku,Kenya,R,terminalia brownii,0,Accepted,scientific_name,kiuku,kiuuku,both,Terminalia brownii
399,Acacia mellifera,muthinia,CONSTRUCTION FIREWOOD SHADE ,,FALSE,Kenya,muthinia,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,Muthiia,Kenya,R,acacia mellifera,0.025000000000000022,Accepted,scientific_name,muthiia,Muthiia,both,Acacia mellifera
400,Juniperus procera,mukuluu,SOIL_FERTILITY FIREWOOD FODDER ,,FALSE,Kenya,mukuluu,local_name (replaced NA),Kenya,Juniperus procera Hochst. ex Endl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Juniperus,Juniperus procera,99,Juniperus procera,Mukuu,Kenya,R,juniperus procera,0.057142857,Accepted,scientific_name,mukuluu,Mukuu,both,Juniperus procera
401,Balanites aegyptiaca,kilului,MEDICINAL SHADE FIREWOOD FRUITS ,,TRUE,Kenya,kilului,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,Kilului,Kenya,R,balanites aegyptiaca,0,Accepted,scientific_name,kilului,Kilului,both,Balanites aegyptiaca
402,Osyris lanceolata,mutiithi,CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,mutiithi,local_name (replaced NA),Kenya,Osyris lanceolata Steud. & Hochst. ex A.DC.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Santalales,Santalaceae,Osyris,Osyris lanceolata,99,Osyris lanceolata,Muthithii,Kenya,R,osyris lanceolata,0.055092593,Accepted,scientific_name,kiulua,Kijulu,both,Osyris lanceolata
403,,mrimbo,FIREWOOD SOIL_FERTILITY SHADE ,,FALSE,Kenya,mrimbo,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
404,Casimiroa edulis,white supporter,FRUITS SOIL_FERTILITY SHADE ,,TRUE,Kenya,white supporter,scientific_name,Kenya,Casimiroa edulis La Llave & Lex.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Casimiroa,Casimiroa edulis,99,Casimiroa edulis,White sapote,Ethiopia,R,casimiroa edulis,0.07,Accepted,scientific_name,white supporter,White sapote,both,Casimiroa edulis
405,Eucalyptus,blue gum,FIREWOOD SHADE CONSTRUCTION ,,FALSE,Kenya,bluegum,scientific_name,Kenya,Eucalyptus L'Hér.,GENUS,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,,95,Eucalyptus,bluegum,,T,eucalyptus spp,0,Accepted,scientific_name,bluegum,bluegum,both,Eucalyptus
406,,macademia,SOIL_FERTILITY NUTS ,,FALSE,Kenya,macademia,scientific_name,,,,,,,,,,,,,,,,,,,,,,left_only,
407,Persea americana,avocado,FRUITS SOIL_FERTILITY ,,TRUE,Kenya,avocado,scientific_name,Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.066666667,Accepted,scientific_name,kikomoa,kikolovia,both,Persea americana
408,,mgima,SOIL_FERTILITY CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,mgima,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
409,Eucalyptus globulus,Blue gam,FIREWOOD CONSTRUCTION ,,FALSE,Kenya,blue gam,local_name (replaced NA),Kenya,Eucalyptus globulus Labill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus globulus,100,Eucalyptus globulus,Blue Gam,,J,eucalyptus globulus,0,Accepted,scientific_name,blue gam,Blue Gam,both,Eucalyptus globulus
410,Ficus sycomorus,mkuyu,SOIL_FERTILITY FIREWOOD FODDER FRUITS ,,TRUE,Kenya,mkuyu,local_name (replaced NA),Kenya,Ficus sycomorus L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus sycomorus,100,Ficus sycomorus,mkuyu,Kenya,V,ficus sycomorus,0,Accepted,scientific_name,mkuyu,mkuyu,both,Ficus sycomorus
411,Syzygium cordatum,musu,SOIL_FERTILITY FIREWOOD FRUITS ,,TRUE,Kenya,musu,local_name (replaced NA),Kenya,Syzygium cordatum Hochst.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium cordatum,99,Syzygium cordatum,Musu,Kenya,R,syzygium cordatum,0,Accepted,scientific_name,zambarau,zambarao,both,Syzygium cordatum
412,,mrimbo,SOIL_FERTILITY FIREWOOD FRUITS ,,TRUE,Kenya,mrimbo,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
413,Grevillea robusta,gerevilia,CONSTRUCTION SOIL_FERTILITY FIREWOOD ,,FALSE,Kenya,gerevilia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,Gerevelia,,J,grevillea robusta,0.069444444,Accepted,scientific_name,mugima,Mukima,both,Grevillea robusta
414,,mupatumala,CONSTRUCTION FIREWOOD ,,FALSE,Kenya,mupatumala,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
415,Grevillea robusta,mugima,CONSTRUCTION SOIL_FERTILITY FIREWOOD MEDICINAL ,,FALSE,Kenya,mugima,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,Mukima,Kenya,R,grevillea robusta,0.088888889,Accepted,scientific_name,mugima,Mukima,both,Grevillea robusta
416,Persea americana,movakado,FODDER CONSTRUCTION FRUITS SOIL_FERTILITY FIREWOOD ,,TRUE,Kenya,movakado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.089285714,Accepted,scientific_name,kikomoa,kikolovia,both,Persea americana
417,,msuruwache,SOIL_FERTILITY FODDER SHADE FIREWOOD ,,FALSE,Kenya,msuruwache,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
418,Macadamia tetraphylla,macadamia,NUTS SOIL_FERTILITY FIREWOOD ,,FALSE,Kenya,macadamia,local_name (replaced NA),Kenya,Macadamia tetraphylla L.A.S.Johnson,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Macadamia,Macadamia tetraphylla,100,Macadamia tetraphylla,macadamia nut,Tanzania,R,macadamia tetraphylla,0.061538462,Accepted,scientific_name,macadamia,macadamia nut,both,Macadamia tetraphylla
419,Eucalyptus camaldulensis,msanduku,MEDICINAL FIREWOOD SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,msanduku,local_name (replaced NA),Kenya,Eucalyptus camaldulensis Denham,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,99,Eucalyptus camaldulensis,Musanduku,Kenya,R,eucalyptus camaldulensis,0.033333333,Accepted,scientific_name,msanduku,Musanduku,both,Eucalyptus camaldulensis
420,,msumbesu,FIREWOOD SOIL_FERTILITY SHADE CONSTRUCTION ,,FALSE,Kenya,msumbesu,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
421,,msuruwache,MEDICINAL FIREWOOD SOIL_FERTILITY SHADE ,,FALSE,Kenya,msuruwache,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
